filmtv_id,titolo_originale,anno,genere,durata,paese,registi,attori,voto_medio,humor,ritmo,impegno,tensione,erotismo
3,anni_tra_una_settimana,1991,drammatico,98,italia,luigi_perelli,kim_rossi_stuart,6.5,0,2,0,2,0
17,ride_a_wild_pony,1976,sentimentale,91,usa,don_chaffey,michael_craig,5.6,1,2,1,0,0
18,diner,1982,commedia,95,usa,barry_levinson,mickey_rourke,7.0,2,2,0,1,2
20,a_che_servono_questi_quattrini,1942,commedia,85,italia,esodo_pratelli,eduardo_de_filippo,5.9,3,1,1,0,0
21,the_uranian_conspiracy,1978,spionaggio,117,italia,gianfranco_baldanello,fabio_testi,4.8,1,2,0,2,0
22,a_ciascuno_il_suo,1967,drammatico,93,italia,elio_petri,gian_maria_volonte,7.6,0,2,3,3,1
23,deadbang,1989,poliziesco,109,usa,john_frankenheimer,don_johnson,6.0,0,2,0,2,1
24,a_come_assassino,1966,thriller,80,italia,ray_morrison_angelo_dorigo,alan_steel,5.5,1,2,0,1,0
26,at_close_range,1986,drammatico,115,usa,james_foley,christopher_walken,7.5,0,2,1,2,1
30,a_ghentar_si_muore_facile,1968,avventura,101,italia,leon_klimovsky,george_hilton,4.8,0,2,0,1,0
32,sleeping_with_the_enemy,1990,drammatico,96,usa,joseph_ruben,julia_roberts,5.0,1,3,2,3,1
34,in_bed_with_madonna,1990,documentario,111,usa,alek_keshishian,madonna,5.3,1,3,0,0,2
36,bowery_at_midnight,1942,horror,62,usa,wallace_fox,bela_lugosi,5.1,0,2,1,3,0
37,a_mezzanotte_va_la_ronda_del_piacere,1975,commedia,100,italia,marcello_fondato,claudia_cardinale,5.8,2,2,0,0,1
38,mr_majestyk,1974,azione,105,usa,richard_fleischer,charles_bronson,6.2,0,4,3,3,0
45,warning_sign,1985,catastrofico,99,usa,hal_barwood,sam_waterston,4.8,0,2,1,1,0
47,about_last_night,1986,commedia,113,usa,edward_zwick,rob_lowe,5.9,2,3,1,1,0
49,failsafe,1964,drammatico,110,usa,sidney_lumet,henry_fonda,8.3,0,3,3,3,0
51,some_like_it_hot,1959,commedia,120,usa,billy_wilder,tony_curtis,9.1,4,3,2,2,2
53,a_qualsiasi_prezzo,1968,avventura,94,italia,emilio_miraglia,walter_pidgeon,3.7,1,2,0,1,1
54,johnny_oclock,1947,thriller,95,usa,robert_rossen,dick_powell,7.7,1,3,1,3,1
55,back_to_school,1986,commedia,100,usa,alan_metter,rodney_dangerfield,6.5,3,2,1,0,0
58,driving_miss_daisy,1989,commedia,100,usa,bruce_beresford,jessica_tandy,7.0,2,2,3,1,0
59,enid_is_sleeping,1989,commedia,102,usa,maurice_phillips,elizabeth_perkins,7.0,3,2,0,1,0
61,the_appaloosa,1966,western,98,usa,sidney_j_furie,marlon_brando,6.9,0,2,1,3,1
63,a_tutte_le_auto_della_polizia,1975,poliziesco,100,italia,mario_caiano,antonio_sabato,5.7,0,2,0,2,1
67,youll_like_my_mother,1973,thriller,94,usa,lamont_johnson,patty_duke,7.8,0,3,1,3,0
68,abbasso_la_miseria,1945,commedia,90,italia,gennaro_righelli,anna_magnani,6.1,2,2,0,0,0
69,abbasso_la_ricchezza,1946,commedia,93,italia,gennaro_righelli,anna_magnani,5.6,2,2,1,0,0
71,charlie_muffin,1979,spionaggio,109,gran_bretagna,jack_gold,david_hemmings,6.2,1,2,1,3,0
73,abbronzatissimi,1991,commedia,114,italia,bruno_gaburro,jerry_cala,3.2,2,1,0,0,1
74,the_deep,1977,avventura,130,usa,peter_yates,nick_nolte,5.3,1,2,1,2,1
77,abe_lincoln_in_illinois,1940,biografico,110,usa,john_cromwell,raymond_massey,6.3,0,1,1,1,0
78,absolute_beginners,1986,musicale,100,gran_bretagna,julien_temple,patsy_kensit,6.3,1,2,0,2,1
79,the_abyss,1989,fantasy,138,usa,james_cameron,ed_harris,7.2,0,3,0,3,0
80,acapulco_prima_spiaggia_a_sinistra,1983,commedia,88,italia,sergio_martino,gigi_sammarchi,4.2,3,2,1,1,2
82,accadde_a_damasco,1943,commedia,88,italia,jose_lopez_rubio,paola_barbara,3.5,1,1,0,2,1
83,accadde_al_penitenziario,1955,commedia,95,italia,giorgio_bianchi,aldo_fabrizi,5.5,2,2,1,1,0
87,made_in_heaven,1987,sentimentale,102,usa,alan_rudolph,timothy_hutton,5.6,2,2,0,1,1
88,september_affair,1950,commedia,104,usa,william_dieterle,joan_fontaine,6.7,2,0,0,0,0
89,it_happened_one_night,1934,commedia,108,usa,frank_capra,clark_gable,8.5,3,3,1,2,1
92,accattone,1961,drammatico,120,italia,pier_paolo_pasolini,franco_citti,8.4,1,3,3,3,2
94,arret_sur_image,1987,drammatico,77,francia,christine_allen,valerie_dumas,4.5,0,1,1,0,2
95,achtung_banditi,1951,guerra,100,italia,carlo_lizzani,gina_lollobrigida,7.0,0,2,4,2,0
97,water,1985,grottesco,97,gran_bretagna,dick_clement,michael_caine,6.9,2,3,0,1,0
100,acque_di_primavera,1942,drammatico,80,italia,nunzio_malasomma,gino_cervi,5.6,0,2,0,0,0
101,action_jackson,1988,poliziesco,97,usa,craig_r_baxley,carl_weathers,5.2,0,3,0,2,0
104,mail_order_bride,1963,western,90,usa,burt_kennedy,buddy_ebsen,6.1,1,2,0,1,0
105,ad_ovest_di_paperino,1982,commedia,95,italia,alessandro_benvenuti,alessandro_benvenuti,6.1,2,2,1,0,0
107,ada,1961,drammatico,109,usa,daniel_mann,susan_hayward,6.3,0,2,1,2,0
108,adamo_ed_eva,1949,commedia,90,italia,mario_mattoli,erminio_macario,5.0,3,1,0,0,0
109,adam_and_evelyne,1949,commedia,92,gran_bretagna,harold_french,stewart_granger,6.7,1,2,1,0,0
110,farewell_to_the_king,1988,guerra,107,usa,john_milius,nick_nolte,6.8,1,2,1,2,1
111,a_farewell_to_arms,1932,guerra,78,usa,frank_borzage,gary_cooper,6.9,1,3,2,3,1
114,addio_giovinezza,1940,drammatico,88,italia,ferdinando_maria_poggioli,maria_denis,6.4,0,1,0,2,1
115,goodbye_my_lady,1956,drammatico,95,usa,william_a_wellman,brandon_de_wilde,6.0,0,2,0,2,0
117,goodbye_mr_chips,1939,sentimentale,114,usa,sam_wood,robert_donat,7.3,1,3,2,2,0
118,the_browning_version,1951,commedia,90,gran_bretagna,anthony_asquith,michael_redgrave,8.3,0,3,3,2,0
119,addio_napoli,1954,drammatico,86,italia,roberto_bianchi_montero,giorgio_de_lullo,2.0,0,0,2,1,1
121,the_miniver_story,1950,drammatico,104,usa,hc_potter,greer_garson,6.7,0,2,2,1,0
122,une_ravissante_idiote,1963,commedia,108,francia,edouard_molinaro,anthony_perkins,5.3,2,2,0,0,1
123,unfaithfully_yours,1984,commedia,100,usa,howard_zieff,dudley_moore,6.2,3,3,0,1,1
124,beloved_infidel,1959,biografico,123,usa,henry_king,gregory_peck,5.8,0,2,1,2,0
126,adua_e_le_compagne,1960,drammatico,98,italia,antonio_pietrangeli,marcello_mastroianni,7.9,2,3,4,4,3
127,beroringen,1971,drammatico,93,svezia,ingmar_bergman,bibi_andersson,6.2,0,3,3,3,1
129,adulterio_allitaliana,1966,commedia,95,italia,pasquale_festa_campanile,catherine_spaak,5.6,2,2,2,1,2
130,adultero_lui_adultera_lei,1963,commedia,90,italia,raffaello_matarazzo,marilu_tolo,4.9,2,2,0,0,1
131,airplane,1980,commedia,90,usa,jim_abrahams,robert_hays,7.4,4,3,1,1,1
132,stewardess_school,1987,commedia,93,usa,ken_blancato,judy_landers,3.6,1,2,0,0,0
133,airplane_ii_the_sequel,1982,commedia,84,usa,ken_finkleman,robert_hays,5.8,4,4,2,1,0
134,section_speciale,1974,drammatico,115,francia,costagavras,louis_seigner,8.1,0,2,2,3,0
135,laffaire_dominici,1973,thriller,106,francia,claude_bernardaubert,jean_gabin,7.7,0,2,3,3,0
136,the_defector,1966,spionaggio,100,usa,raoul_levy,montgomery_clift,4.8,0,2,2,2,0
137,big_business,1988,commedia,92,usa,jim_abrahams,bette_midler,5.5,2,3,0,1,0
138,internal_affairs,1990,poliziesco,112,usa,mike_figgis,richard_gere,6.5,0,2,1,2,2
140,the_notorious_landlady,1962,commedia,98,usa,richard_quine,kim_novak,7.1,3,3,0,0,0
142,burglar,1987,commedia,103,usa,hugh_wilson,whoopi_goldberg,3.8,1,2,0,1,0
143,the_valiant,1961,guerra,90,italia,roy_ward_baker,ettore_manni,4.8,0,2,2,1,0
145,africa_express,1975,avventura,95,italia,michele_lupo,giuliano_gemma,5.1,1,2,0,1,1
146,africa_sotto_i_mari,1952,avventura,95,italia,giovanni_roccardi,sophia_loren,4.1,0,1,0,1,2
150,lage_dor,1930,drammatico,60,francia,luis_bunuel,gaston_modot,8.5,2,2,4,3,4
151,taking_care_of_business,1990,commedia,109,usa,arthur_hiller,james_belushi,4.9,2,3,0,1,0
153,on_her_majestys_secret_services,1969,spionaggio,140,gran_bretagna,peter_r_hunt,george_lazenby,7.3,1,3,0,2,1
154,from_russia_with_love,1963,spionaggio,115,gran_bretagna,terence_young,sean_connery,7.3,1,3,0,2,1
155,the_man_with_the_golden_gun,1974,spionaggio,122,gran_bretagna,guy_hamilton,roger_moore,5.7,2,4,1,2,2
158,you_only_live_twice,1967,spionaggio,116,gran_bretagna,lewis_gilbert,sean_connery,6.5,2,3,1,3,1
159,thunderball,1965,spionaggio,132,gran_bretagna,terence_young,sean_connery,7.1,1,3,0,2,2
162,diamonds_are_forever,1971,spionaggio,122,gran_bretagna,guy_hamilton,sean_connery,6.0,1,2,0,2,1
164,dangerous_mission,1954,thriller,75,usa,louis_king,victor_mature,3.6,0,1,0,3,0
165,under_cover,1987,thriller,92,usa,john_stockwell,david_neidorf,6.0,0,2,0,2,1
167,agente_segreto___invito_a_uccidere,1965,spionaggio,90,italia,enrico_bomba,lewis_jordan,2.6,0,1,0,1,0
168,agente_segreto___operazione_mistero,1966,spionaggio,90,italia,henry_bay,mark_damon,4.0,1,2,0,2,0
169,madame_sin,1972,spionaggio,73,gran_bretagna,david_greene,bette_davis,4.8,1,2,0,2,0
173,the_pawnshop,1916,commedia,42,usa,charles_chaplin,charles_chaplin,6.8,3,3,0,0,0
174,the_ultimate_solution_of_grace_quigley,1984,commedia,102,usa,anthony_harvey,katharine_hepburn,5.6,2,2,0,2,0
176,agguato_a_tangeri,1957,thriller,88,italia,riccardo_freda,edmund_purdom,4.8,0,2,0,2,0
177,across_the_pacific,1942,spionaggio,97,usa,john_huston,humphrey_bogart,7.0,0,2,1,2,0
178,hard_ticket_to_hawaii,1987,poliziesco,96,usa,andy_sidaris,ronn_moss,3.5,1,3,0,1,1
181,die_flusspiraten_vom_mississippi,1964,western,86,germania,jurgen_roland,hansjorg_felmy,4.5,0,2,0,1,0
182,agi_murad_il_diavolo_bianco,1959,avventura,100,italia,riccardo_freda,steve_reeves,5.8,0,2,0,2,0
183,agnes_of_god,1985,drammatico,98,usa,norman_jewison,jane_fonda,6.1,0,1,3,3,1
186,ai_margini_della_metropoli,1953,drammatico,95,italia,carlo_lizzani,massimo_girotti,5.7,0,1,1,2,0
188,aida,1953,musicale,97,italia,clemente_fracassi,sophia_loren,5.6,0,2,1,2,0
189,air_america,1990,avventura,106,usa,roger_spottiswoode,mel_gibson,5.3,0,3,0,2,0
193,airport_,1977,catastrofico,110,usa,jerry_jameson,jack_lemmon,4.7,0,2,0,1,0
194,baby_on_board,1991,commedia,100,usa,francis_schaeffer,carol_kane,5.2,1,2,0,1,0
198,akiko,1961,commedia,99,italia,luigi_filippo_d,akiko_wakabayashi,4.5,2,2,0,1,1
199,al_bar_dello_sport,1983,commedia,100,italia,francesco_massaro,lino_banfi,5.2,2,2,1,0,0
200,al_calar_della_sera,1992,thriller,90,italia,alessandro_lucidi,daniela_poggi,4.4,0,2,1,2,2
201,al_capone,1959,gangster,104,usa,richard_wilson,rod_steiger,6.4,0,2,3,3,0
204,drums_across_the_river,1954,western,78,usa,nathan_juran,audie_murphy,7.4,1,3,0,0,0
205,die_nackte_und_der_satan,1959,horror,92,germania,victor_trivas,horst_frank,6.6,1,3,1,3,2
207,al_di_la_della_legge,1968,western,95,italia,giorgio_stegani,lee_van_cleef,5.1,1,2,1,1,0
208,all_the_way_home,1963,drammatico,103,usa,alex_segal,jean_simmons,7.6,0,2,0,2,0
209,the_lawyer,1970,drammatico,117,usa,sidney_j_furie,barry_newman,7.5,0,2,0,3,1
210,above_suspicion,1943,spionaggio,91,usa,richard_thorpe,fred_macmurray,5.9,1,2,1,2,0
212,al_diavolo_la_celebrita,1949,commedia,90,italia,mario_monicelli,marcel_cerdan,4.7,2,2,0,0,0
213,ill_be_seeing_you,1945,commedia,85,usa,william_dieterle,ginger_rogers,6.5,2,2,1,1,0
214,alambrado,1991,drammatico,90,italia,marco_bechis,jacqueline_lustig,7.3,0,1,0,3,1
216,alamo_bay,1985,drammatico,103,usa,louis_malle,ed_harris,6.3,0,2,2,3,1
217,steel_dawn,1987,fantasy,100,usa,lance_hool,patrick_swayze,5.0,0,3,0,1,0
220,le_jour_se_leve,1939,drammatico,87,francia,marcel_carne,jean_gabin,7.9,0,3,3,3,0
221,lalbergo_degli_assenti,1939,thriller,90,italia,raffaello_matarazzo,paola_barbara,6.8,0,3,1,4,0
223,the_hanging_tree,1959,western,100,usa,delmer_daves,gary_cooper,7.7,1,2,1,2,0
224,raintree_county,1957,drammatico,146,usa,edward_dmytryk,montgomery_clift,6.7,0,2,2,2,2
225,lalbero_di_adamo,1936,commedia,77,italia,mario_bonnard,elsa_merlini,6.5,2,2,0,1,0
227,aldebaran,1935,drammatico,98,italia,alessandro_blasetti,gino_cervi,4.3,0,2,1,1,0
228,o_megalexandros,1980,drammatico,220,grecia,theo_anghelopoulos,omero_antonutti,7.6,0,1,4,1,0
229,alfie,1966,drammatico,110,gran_bretagna,lewis_gilbert,michael_caine,7.5,1,2,2,2,0
230,alfredo_alfredo,1972,commedia,110,italia,pietro_germi,dustin_hoffman,7.0,2,2,2,1,1
231,alfred_the_great,1969,biografico,120,gran_bretagna,clive_donner,david_hemmings,8.1,0,3,2,3,1
232,q_planes,1939,spionaggio,82,gran_bretagna,tim_whelan,laurence_olivier,7.3,0,2,0,3,0
233,nightwing,1979,horror,105,usa,arthur_hiller,nick_mancuso,6.0,0,1,0,0,1
236,time_without_pity,1956,thriller,88,gran_bretagna,joseph_losey,michael_redgrave,7.9,0,3,2,3,0
237,ein_alibi_zerbricht,1963,thriller,90,germania,alfred_vohrer,peter_van_eyck,6.3,0,2,0,2,0
238,her_alibi,1989,commedia,95,usa,bruce_beresford,tom_selleck,5.9,2,2,0,2,2
239,nightfall,1956,poliziesco,78,usa,jacques_tourneur,aldo_ray,7.8,3,4,3,4,2
240,alice,1990,commedia,106,usa,woody_allen,mia_farrow,6.7,2,2,1,1,0
241,alice_doesnt_live_here_anymore,1974,drammatico,107,usa,martin_scorsese,ellen_burstyn,7.7,2,3,3,3,1
242,alien,1979,fantasy,115,gran_bretagna,ridley_scott,sigourney_weaver,8.5,0,3,2,4,0
243,alien_degli_abissi,1989,fantasy,92,italia,antonio_margheriti,daniel_bosch,3.2,0,2,0,1,0
244,alien_predator,1987,fantasy,92,usa,deran_serafian,dennis_christopher,2.7,0,1,0,1,0
246,the_hidden,1987,fantasy,97,usa,jack_sholder,kyle_maclachlan,7.1,1,2,0,2,1
247,aliens,1986,fantasy,136,usa,james_cameron,sigourney_weaver,7.9,1,4,1,4,0
248,breaking_away,1979,commedia,101,usa,peter_yates,dennis_christopher,7.4,2,3,3,1,0
249,romancing_the_stone,1984,avventura,105,usa,robert_zemeckis,michael_douglas,7.1,3,3,1,2,1
250,run_for_cover,1954,western,92,usa,nicholas_ray,james_cagney,7.2,1,3,0,2,0
254,breathless,1983,drammatico,98,usa,jim_mcbride,richard_gere,6.4,1,3,1,3,3
255,allultimo_sangue,1969,western,102,italia,paolo_moffa,craig_hill,5.0,0,1,0,1,0
256,one_am,1916,commedia,50,usa,charles_chaplin,charles_chaplin,7.4,3,2,0,0,0
257,cutters_way,1981,thriller,105,usa,ivan_passer,jeff_bridges,7.3,0,3,2,3,2
258,everybody_wins,1990,poliziesco,95,usa,karel_reisz,debra_winger,5.6,0,2,2,3,0
262,king_solomons_mines,1985,avventura,99,usa,j_lee_thompson,richard_chamberlain,4.4,1,2,0,1,0
264,dead_heat_on_a_merry_go_round,1967,thriller,108,usa,bernard_girard,james_coburn,6.0,1,2,0,1,1
265,summer_stock,1950,musicale,109,usa,charles_walters,judy_garland,6.9,2,2,0,0,0
266,funny_farm,1988,commedia,101,usa,george_roy_hill,chevy_chase,5.7,2,2,0,1,0
267,bonnie_scotland,1935,commedia,80,usa,james_w_horne,stan_laurel,7.4,3,3,0,0,0
269,jitterbugs,1943,commedia,75,usa,malcolm_st_clair,stan_laurel,6.0,3,3,0,0,0
270,lallegro_fantasma,1941,commedia,85,italia,amleto_palermi,toto,5.4,3,3,0,0,0
271,allegro_non_troppo,1977,animazione,85,italia,bruno_bozzetto,maurizio_nichetti,7.7,2,3,2,0,0
272,allegro_squadrone,1954,commedia,90,italia,paolo_moffa,alberto_sordi,4.1,2,2,0,0,0
273,allemagne_neuf_zero,1991,drammatico,62,francia,jeanluc_godard,eddie_constantine,7.7,1,2,4,3,0
274,lallenatore_nel_pallone,1984,commedia,98,italia,sergio_martino,lino_banfi,6.2,3,2,0,0,1
276,skrijanc_na_nitick,1969,drammatico,104,cecoslovacchia,jiri_menzel,rudolf_hrusinsky,8.1,2,3,3,2,2
278,jacobs_ladder,1990,drammatico,107,usa,adrian_lyne,tim_robbins,7.3,0,3,2,3,0
280,alta_infedelta,1964,commedia,130,italia,franco_rossi,nino_manfredi,6.1,2,2,0,2,1
282,high_society,1956,musicale,107,usa,charles_walters,grace_kelly,7.0,2,3,0,0,1
285,doppelganger,1992,thriller,105,usa,avi_nesher,drew_barrymore,5.2,2,3,1,4,0
287,altissima_pressione,1965,musicale,97,italia,enzo_trapani,dino,3.2,1,1,0,0,0
288,hold_my_hand_im_dying,1988,drammatico,106,gran_bretagna,terence_ryan,christopher_cazenove,6.5,0,1,0,1,0
289,another_woman,1988,drammatico,81,usa,woody_allen,gena_rowlands,7.8,1,1,3,1,0
290,laltra_faccia_del_padrino,1973,commedia,100,italia,franco_prosperi,alighiero_noschese,5.3,1,1,1,0,1
291,beneath_planet_of_the_apes,1970,fantasy,95,usa,ted_post,charlton_heston,6.7,0,2,2,2,0
292,the_other_side_of_midnight,1977,drammatico,166,usa,charles_jarrott,mariefrance_pisier,5.5,0,2,0,1,1
293,unaltra_vita,1992,drammatico,95,italia,carlo_mazzacurati,silvio_orlando,6.7,2,3,4,3,1
296,strangers_on_a_train,1951,thriller,96,usa,alfred_hitchcock,farley_granger,8.4,1,2,2,4,0
297,always,1989,sentimentale,121,usa,steven_spielberg,richard_dreyfuss,6.2,2,2,2,2,1
298,espion_levetoi,1981,spionaggio,98,francia,yves_boisset,lino_ventura,7.3,0,2,0,2,0
299,love_me_or_leave_me,1955,drammatico,117,usa,charles_vidor,doris_day,8.3,1,2,1,2,0
300,lamant,1992,drammatico,112,francia,jeanjacques_annaud,jane_march,5.8,0,2,0,1,2
301,a_lady_without_passport,1950,poliziesco,84,usa,joseph_h_lewis,hedy_lamarr,6.3,0,2,2,2,0
302,la_faute_de_labbe_mouret,1970,drammatico,82,francia,georges_franju,francis_huster,4.3,0,2,2,2,0
303,the_iron_mistress,1952,drammatico,107,usa,gordon_douglas,alan_ladd,4.9,0,1,0,2,0
305,lady_chatterleys_lover,1981,drammatico,100,francia,just_jaeckin,sylvia_kristel,5.0,1,2,0,0,3
307,le_chateau_de_verre,1950,drammatico,100,francia,rene_clement,michele_morgan,7.0,0,2,0,2,1
308,nous_ne_vieillirons_pas_ensemble,1972,drammatico,106,francia,maurice_pialat,jean_yanne,7.2,2,3,4,3,3
309,daisy_kenyon,1947,sentimentale,99,usa,otto_preminger,joan_crawford,6.9,0,2,1,3,1
310,broken_arrow,1950,western,92,usa,delmer_daves,james_stewart,7.9,2,4,4,4,3
311,les_choses_de_la_vie,1970,drammatico,89,francia,claude_sautet,michel_piccoli,7.5,1,2,2,2,2
312,christine,1958,sentimentale,100,francia,pierre_gaspardhuit,romy_schneider,5.9,0,2,0,1,1
314,lamant_de_poche,1977,drammatico,90,francia,bernard_queysanne,pascal_sellier,7.5,1,2,0,2,1
316,colorado_territory,1949,western,93,usa,raoul_walsh,joel_mccrea,8.0,0,3,0,2,0
317,rome_adventure,1962,sentimentale,120,usa,delmer_daves,troy_donahue,5.0,2,2,0,0,1
318,lost_moment,1947,drammatico,89,usa,martin_gabel,susan_hayward,6.8,0,2,1,3,0
320,lovers_and_other_strangers,1974,commedia,105,usa,cy_howard,gig_young,6.5,3,3,0,1,2
322,gli_amanti_latini,1965,commedia,96,italia,mario_costa,toto,4.0,1,2,0,0,1
325,amarcord,1973,grottesco,125,italia,federico_fellini,pupella_maggio,8.5,3,3,3,0,2
327,amarsi_un_po,1985,commedia,93,italia,carlo_vanzina,claudio_amendola,3.9,1,2,0,0,1
329,come_and_get_it,1936,drammatico,105,usa,howard_hawks,edward_arnold,7.8,1,2,1,2,0
330,the_ploughmans_lunch,1983,drammatico,109,gran_bretagna,richard_eyre,jonathan_pryce,7.5,1,2,2,3,0
331,forever_amber,1947,avventura,135,usa,otto_preminger,linda_darnell,7.4,1,3,2,2,1
332,boxcar_bertha,1972,drammatico,97,usa,martin_scorsese,david_carradine,7.4,3,3,3,4,3
334,private_school,1983,commedia,97,usa,noel_black,phoebe_cates,4.9,1,2,0,0,2
337,american_gigolo,1980,drammatico,117,usa,paul_schrader,richard_gere,7.2,1,2,2,3,2
338,american_graffiti,1973,commedia,110,usa,george_lucas,richard_dreyfuss,7.6,2,2,1,1,0
339,more_american_graffiti,1979,commedia,115,usa,bill_l_norton,candy_clark,6.7,2,2,1,0,0
341,an_american_in_paris,1951,musicale,112,usa,vincente_minnelli,gene_kelly,7.5,3,3,2,0,1
342,un_americano_a_roma,1954,commedia,94,italia,steno,alberto_sordi,7.2,4,3,1,1,0
344,americano_rosso,1991,commedia,102,italia,alessandro_d,burt_young,5.4,1,2,0,1,1
345,the_quiet_american,1957,drammatico,122,usa,joseph_l_mankiewicz,audie_murphy,7.5,2,4,4,4,3
346,lamica,1969,drammatico,100,italia,alberto_lattuada,lisa_gastoni,5.1,1,2,2,1,2
348,on_a_clear_day_you_can_see_forever,1970,commedia,115,usa,vincente_minnelli,barbra_streisand,6.2,3,3,2,2,2
350,le_amiche,1955,drammatico,106,italia,michelangelo_antonioni,eleonora_rossi_drago,6.9,0,1,2,1,1
351,best_friends,1982,commedia,116,usa,norman_jewison,burt_reynolds,5.5,1,2,0,0,1
352,torch_song_trilogy,1988,drammatico,115,usa,paul_bogart,anne_bancroft,7.3,0,1,3,2,0
354,amici_per_la_pelle,1955,sentimentale,88,italia,franco_rossi,andrea_scire,6.6,1,2,0,1,0
355,amici_piu_di_prima,1976,commedia,95,italia,giorgio_simonelli,franco_franchi,5.6,2,2,0,0,1
356,dangerous_company,1982,drammatico,120,usa,lamont_johnson,beau_bridges,5.0,0,2,0,2,0
357,der_amerikanische_freund,1977,drammatico,128,germania,wim_wenders,bruno_ganz,7.7,0,2,1,3,0
358,lami_de_mon_amie,1987,commedia,102,francia,eric_rohmer,francois_eric_gendron,7.2,2,3,2,2,1
359,les_noces_rouges,1972,drammatico,90,francia,claude_chabrol,stephane_audran,7.0,0,3,1,2,1
361,too_hot_to_handle,1938,commedia,105,usa,jack_conway,clark_gable,6.7,2,2,1,1,0
363,mon_amie_le_traitre,1988,drammatico,115,francia,jose_giovanni,thierry_fremont,5.3,0,2,3,2,0
364,the_amityville_horror,1979,horror,116,usa,stuart_rosenberg,james_brolin,5.9,0,2,1,3,0
367,hamlet,1991,drammatico,135,usa,franco_zeffirelli,mel_gibson,6.3,0,2,1,2,1
370,ammazzali_tutti_e_torna_solo,1968,western,100,italia,enzo_g_castellari,chuck_connors,5.5,1,2,0,1,0
371,the_incredible_mr_limpet,1963,fantasy,102,usa,arthur_lubin,don_knotts,5.0,1,2,0,1,0
372,secret_admirer,1985,commedia,98,usa,david_greenwalt,c_thomas_howell,5.5,1,2,0,0,1
373,lammiratrice,1983,sentimentale,103,italia,romano_scandariato,nino_d,4.8,0,2,0,0,0
374,lammutinamento,1961,avventura,110,italia,silvio_amadio,anna_maria_pierangeli,5.0,0,2,0,0,0
377,lamore,1948,drammatico,78,italia,roberto_rossellini,anna_magnani,7.1,1,1,2,2,0
378,un_amore_a_roma,1960,drammatico,105,italia,dino_risi,mylene_demongeot,7.0,0,2,3,2,1
380,love_at_first_bite,1979,commedia,96,usa,stan_dragoti,george_hamilton,6.7,2,2,0,0,0
382,un_amore_americano,1992,sentimentale,110,italia,piero_schivazappa,carlo_delle_piane,4.1,0,2,0,1,0
383,lamore_breve,1969,drammatico,93,italia,romano_scavolini,joan_collins,5.0,0,2,1,1,1
384,love_can_be_murder,1992,commedia,86,usa,jack_bender,jaclyn_smith,7.0,2,2,0,1,0
386,teen_witch,1989,commedia,105,usa,dorian_walker,robyn_lively,4.5,1,1,0,0,0
387,un_amour_de_swann,1983,drammatico,110,francia,volker_schlondorff,jeremy_irons,4.5,0,1,0,1,1
388,lamore_difficile,1962,commedia,105,italia,alberto_bonucci,nino_manfredi,5.7,1,2,0,1,1
389,amore_e_chiacchiere,1957,commedia,95,italia,alessandro_blasetti,vittorio_de_sica,7.0,2,2,1,1,0
390,amore_e_ginnastica,1973,sentimentale,112,italia,luigi_filippo_d,senta_berger,6.3,3,2,0,0,1
391,amore_e_guai,1958,commedia,87,italia,angelo_dorigo,marcello_mastroianni,5.4,2,2,0,0,0
392,flesh_and_blood,1985,avventura,123,usa,paul_verhoeven,rutger_hauer,6.8,1,2,0,2,1
393,the_secret_agent,1936,spionaggio,83,gran_bretagna,alfred_hitchcock,john_gielgud,7.0,1,2,2,3,0
395,amore_facile,1964,commedia,99,italia,gianni_puccini,raimondo_vianello,3.8,2,2,0,0,0
398,un_amore_in_prima_classe,1980,commedia,102,italia,salvatore_samperi,enrico_montesano,3.7,1,2,0,1,1
399,amore_in_quattro_dimensioni,1964,commedia,110,italia,jacques_romain,sylva_koscina,4.3,1,2,0,0,1
401,amore_mio,1964,sentimentale,95,italia,raffaello_matarazzo,eleonora_brown,5.5,0,2,1,2,0
402,amore_mio_aiutami,1970,commedia,124,italia,alberto_sordi,alberto_sordi,5.9,3,3,2,1,2
404,a_message_from_holly,1992,drammatico,90,usa,rod_holcomb,lindsay_wagner,7.0,0,1,2,0,0
407,love_at_large,1990,commedia,99,usa,alan_rudolph,tom_berenger,6.1,2,3,1,2,1
409,lamore_primitivo,1966,commedia,80,italia,luigi_scattini,franco_franchi,3.7,1,1,0,0,2
412,madeleine,1950,melo,114,gran_bretagna,david_lean,ann_todd,7.0,0,2,0,2,1
414,romance_on_the_high_seas,1948,commedia,99,usa,michael_curtiz,doris_day,6.7,3,3,0,0,1
415,the_little_minister,1934,sentimentale,110,usa,richard_wallace,katharine_hepburn,6.0,1,2,2,2,0
416,when_i_fall_in_love,1988,sentimentale,128,usa,taylor_hackford,dennis_quaid,5.7,0,2,1,1,1
421,gli_amori_di_ercole,1959,mitologico,98,italia,carlo_ludovico_bragaglia,jayne_mansfield,4.3,1,2,0,1,1
422,gli_amori_di_manon_lescaut,1954,drammatico,92,italia,mario_costa,myriam_bru,4.8,0,2,0,1,0
423,amori_di_mezzo_secolo,1954,commedia,101,italia,glauco_pellegrini,alberto_sordi,4.9,1,2,0,0,0
424,amori_in_corso,1989,commedia,82,italia,giuseppe_bertolucci,amanda_sandrelli,6.0,2,2,0,2,0
425,amori_miei,1978,commedia,100,italia,steno,monica_vitti,5.6,2,2,0,1,2
