filmtv_id,titolo_originale,anno,genere,durata,paese,registi,attori,voto_medio,humor,ritmo,impegno,tensione,erotismo
5063,neokonchennaya_pyesa_dlya_mekhanicheskogo_pianino,1976,drammatico,106,urss,nikita_mikhalkov,alexandr_kaljagin,7.9,2,2,0,1,1
5065,pasqualino_cammarata_capitano_di_fregata,1974,commedia,95,italia,mario_amendola,aldo_giuffre,3.8,1,2,0,0,1
5066,pasqualino_settebellezze,1975,grottesco,115,italia,lina_wertmuller,giancarlo_giannini,7.7,2,2,1,1,0
5068,night_passage,1957,western,90,usa,james_neilson,james_stewart,6.7,1,4,2,4,1
5069,a_passage_to_india,1984,drammatico,164,gran_bretagna,david_lean,judy_davis,7.7,1,2,2,2,1
5072,passaporto_rosso,1935,drammatico,90,italia,guido_brignone,isa_miranda,6.3,0,2,1,3,0
5074,la_passeggiata,1953,commedia,100,italia,renato_rascel,renato_rascel,5.2,2,2,0,1,0
5078,passione_damore,1981,drammatico,117,italia,ettore_scola,valeria_d,7.6,1,2,3,3,2
5082,la_passion_de_jeanne_darc,1928,drammatico,97,francia,carl_theodor_dreyer,renee_falconetti,9.1,0,3,4,4,0
5083,spanish_affair,1958,sentimentale,93,usa,don_siegel,richard_kiley,4.9,0,2,0,1,1
5085,the_fallen_sparrow,1943,drammatico,93,usa,richard_wallace,john_garfield,7.0,0,2,2,2,0
5086,oregon_passage,1957,western,82,usa,paul_landres,john_ericson,4.5,2,3,2,2,3
5087,le_repas_des_fauves,1964,drammatico,100,francia,christianjaque,francis_blanche,6.2,0,2,1,1,0
5088,irvine__luglio___west_hollywood__settembre_,1973,western,122,usa,sam_peckinpah,james_coburn,8.2,1,2,1,3,0
5089,la_patata_bollente,1979,commedia,100,italia,steno,renato_pozzetto,6.5,3,3,2,1,3
5092,stepfather_ii,1989,thriller,84,usa,jeff_burr,terry_o,5.5,0,1,0,2,0
5093,storm_in_a_teacup,1937,commedia,87,gran_bretagna,victor_saville,vivien_leigh,7.3,3,3,1,1,0
5094,patrocloo_e_il_soldato_camillone_grande_grosso_e_frescone,1974,commedia,94,italia,mariano_laurenti,pippo_franco,3.6,1,2,0,0,1
5096,patton,1970,biografico,169,usa,franklin_j_schaffner,george_c_scott,7.5,1,3,1,2,0
5099,fort_vengeance,1953,avventura,75,usa,lesley_selander,james_craig,4.9,0,2,0,1,0
5100,back_to_bataan,1945,guerra,117,usa,edward_dmytryk,john_wayne,6.5,0,3,0,3,0
5101,la_pattuglia_sperduta,1952,storico,74,italia,piero_nelli,sandro_isola,6.5,0,3,4,4,0
5102,paulo_roberto_cotechino_centravanti_di_sfondamento,1983,commedia,88,italia,nando_cicero,alvaro_vitali,3.7,1,2,0,0,1
5103,fear,1996,thriller,96,usa,robert_a_ferretti,cliff_de_young,6.3,0,2,0,3,0
5104,hilda_crane,1956,drammatico,87,usa,philip_dunne,jean_simmons,6.5,0,2,1,2,0
5108,furchten_und_lieben,1988,drammatico,113,germania,margarethe_von_trotta,fanny_ardant,6.2,0,2,1,1,0
5109,stage_fright,1950,thriller,110,gran_bretagna,alfred_hitchcock,marlene_dietrich,7.1,2,2,0,2,1
5111,nuts,1987,drammatico,117,usa,martin_ritt,barbra_streisand,7.0,0,2,1,2,1
5113,the_madwoman_of_chaillot,1969,commedia,99,gran_bretagna,bryan_forbes,katharine_hepburn,5.5,2,2,0,1,0
5114,ferris_buellers_day_off,1986,commedia,103,usa,john_hughes,matthew_broderick,6.9,4,3,1,2,1
5115,history_of_the_world__part_,1981,commedia,88,usa,mel_brooks,mel_brooks,5.7,3,3,0,0,1
5116,last_resort,1986,commedia,84,usa,zane_buzby,charles_grodin,5.0,2,1,0,1,1
5117,la_story,1991,commedia,95,usa,mick_jackson,steve_martin,6.9,2,3,0,1,1
5118,armed_and_dangerous,1986,commedia,87,usa,mark_l_lester,john_candy,3.7,1,2,0,1,0
5119,fresh_horses,1988,drammatico,103,usa,david_anspaugh,molly_ringwald,5.0,0,0,0,1,1
5120,mad_about_you,1989,commedia,92,usa,lorenzo_doumani,claudia_christian,6.0,1,2,0,2,0
5121,girls_happy,1965,musicale,96,usa,boris_sagal,elvis_presley,6.5,1,1,0,0,0
5123,vision_quest,1985,commedia,105,usa,harold_becker,matthew_modine,5.6,1,2,0,0,0
5125,beyond_the_forest,1949,drammatico,94,usa,king_vidor,bette_davis,7.6,0,3,1,3,0
5126,peccato_che_sia_una_canaglia,1954,commedia,95,italia,alessandro_blasetti,sophia_loren,7.5,2,2,0,0,0
5127,lady_caroline_lamb,1972,drammatico,115,gran_bretagna,robert_bolt,sarah_miles,5.3,1,3,3,2,3
5131,peccatori_di_provincia,1976,commedia,105,italia,tiziano_longo,renzo_montagnani,3.9,1,2,0,0,2
5132,les_tricheurs,1958,drammatico,119,francia,marcel_carne,pascale_petit,6.3,0,3,1,2,1
5134,la_peccatrice,1940,drammatico,86,italia,amleto_palermi,vittorio_de_sica,6.2,0,2,1,2,0
5135,susan_and_god,1940,commedia,117,usa,george_cukor,joan_crawford,7.3,1,2,0,2,0
5136,pecos_e_qui_prega_e_muori,1966,western,90,italia,maurice_bright_maurizio_lucidi,robert_woods,2.8,0,1,0,1,0
5137,peggio_per_me_meglio_per_te,1968,musicale,98,italia,bruno_corbucci,little_tony,3.3,1,2,0,0,1
5139,peggy_sue_got_married,1986,commedia,100,usa,francis_ford_coppola,kathleen_turner,7.4,2,3,1,2,1
5140,la_pelle,1981,drammatico,128,italia,liliana_cavani,marcello_mastroianni,5.5,2,4,4,4,2
5141,pelle_erobreren,1988,drammatico,144,danimarca,bille_august,max_von_sydow,6.1,0,1,1,1,0
5142,the_fugitive_kind,1960,drammatico,119,usa,sidney_lumet,marlon_brando,6.9,2,3,3,4,3
5145,pendulum,1969,poliziesco,106,usa,george_schaefer,george_peppard,5.5,0,2,0,2,0
5146,penelope,1966,commedia,98,usa,arthur_hiller,natalie_wood,6.1,2,2,0,1,0
5147,penne_nere,1952,guerra,95,italia,oreste_biancoli,marcello_mastroianni,5.8,0,2,1,2,0
5148,pensando_a_te,1969,commedia,91,italia,aldo_grimaldi,al_bano,2.8,2,1,0,0,0
5149,pensavo_fosse_amore_invece_era_un_calesse,1991,commedia,115,italia,massimo_troisi,massimo_troisi,6.5,3,3,2,1,1
5150,pensiero_damore,1969,musicale,96,italia,mario_amendola,mal,4.7,1,2,0,0,0
5152,pokayaniye,1984,grottesco,155,urss,tengiz_abuladze,avtandil_makharadze,7.9,3,2,4,2,1
5153,il_pentito,1985,drammatico,140,italia,pasquale_squitieri,franco_nero,4.7,0,2,4,3,1
5154,pepi_luci_bon_y_otras_chicas_del_monton,1980,commedia,82,spagna,pedro_almodovar,carmen_maura,6.2,2,3,0,2,0
5155,peppino_le_modelle_e_chella_lla,1957,commedia,92,italia,mario_mattoli,peppino_de_filippo,4.2,2,2,0,0,0
5158,per_amore,1976,drammatico,100,italia,mino_giarda,michael_craig,4.0,0,2,0,1,1
5164,for_whom_the_bell_tolls,1943,drammatico,168,usa,sam_wood,gary_cooper,6.7,0,2,2,2,0
5166,ruthless_people,1986,commedia,91,usa,jim_abrahams,danny_devito,6.6,3,3,0,1,1
5170,per_il_gusto_di_uccidere,1966,western,88,italia,tonino_valerii,craig_hill,6.0,1,1,0,1,0
5171,thunder_over_the_plains,1953,western,82,usa,andre_de_toth,randolph_scott,5.9,0,1,1,2,0
5173,per_le_antiche_scale,1975,drammatico,105,italia,mauro_bolognini,marcello_mastroianni,5.8,0,2,2,2,0
5176,per_pochi_dollari_ancora,1966,western,105,italia,giorgio_ferroni,giuliano_gemma,5.3,1,2,0,2,0
5177,per_qualche_dollaro_in_piu,1965,western,130,italia,sergio_leone,clint_eastwood,8.1,1,3,1,3,0
5180,for_love_or_money,1963,commedia,100,usa,michael_gordon,kirk_douglas,5.8,2,2,0,0,0
5183,per_un_pugno_nellocchio,1964,commedia,100,italia,michele_lupo,franco_franchi,6.0,1,2,0,0,0
5184,per_una_bara_piena_di_dollari,1971,western,87,italia,miles_deem_demofilo_fidani,hunt_powers,4.2,0,2,0,1,0
5187,per_vivere_meglio_divertitevi_con_noi,1978,commedia,115,italia,flavio_mogherini,monica_vitti,3.4,1,1,0,0,2
5191,why_me,1989,commedia,84,usa,gene_quintano,christopher_lambert,5.7,2,2,0,2,0
5192,perche_si_uccide_un_magistrato,1974,thriller,110,italia,damiano_damiani,franco_nero,6.5,0,4,4,4,1
5194,the_parallax_view,1974,drammatico,105,usa,alan_j_pakula,kenneth_mars,7.2,0,3,3,3,1
5196,the_biscuit_eater,1972,commedia,90,usa,vincent_mceveety,earl_holliman,6.0,1,2,0,1,0
5197,mahler,1974,biografico,110,gran_bretagna,ken_russell,robert_powell,7.4,2,3,3,3,2
5198,something_to_live_for,1952,drammatico,85,usa,george_stevens,ray_milland,5.2,0,1,0,1,1
5200,perdono,1966,sentimentale,115,italia,ettore_m_fizzarotti,caterina_caselli,3.6,1,2,0,0,0
5201,perfect,1985,commedia,115,usa,james_bridges,jamie_lee_curtis,5.6,1,2,0,0,2
5209,treacherous,1993,thriller,87,usa,kevin_brodie,c_thomas_howell,7.0,1,2,0,2,1
5210,legal_eagles,1986,commedia,114,usa,ivan_reitman,robert_redford,6.4,3,4,2,3,2
5211,les_perles_de_la_couronne,1937,avventura,100,francia,sacha_guitry,jaqueline_delubac,6.8,1,2,1,1,0
5212,pearl_of_the_south_pacific,1955,avventura,86,usa,allan_dwan,virginia_mayo,5.3,0,2,0,1,0
5213,permette_rocco_papaleo,1972,grottesco,123,italia,ettore_scola,marcello_mastroianni,5.8,1,2,2,1,1
5214,permettete_signora_che_ami_vostra_figlia,1974,commedia,105,italia,gian_luigi_polidoro,ugo_tognazzi,6.3,2,2,0,0,0
5216,personal_services,1986,commedia,101,gran_bretagna,terry_jones,julie_walters,7.1,2,2,1,2,2
5217,the_toast_of_new_orleans,1950,musicale,97,usa,norman_taurog,mario_lanza,6.3,2,2,2,0,0
5218,a_fish_called_wanda,1988,commedia,108,gran_bretagna,charles_crichton,jamie_lee_curtis,7.7,3,3,1,1,1
5219,gunn,1967,poliziesco,94,usa,blake_edwards,craig_stevens,6.3,1,2,0,1,1
5221,pia_de_tolomei,1941,drammatico,78,italia,esodo_pratelli,germana_paolieri,5.3,0,2,1,2,0
5223,goodbye_again,1961,sentimentale,117,usa,anatole_litvak,ingrid_bergman,6.6,2,2,0,1,0
5224,skin_deep,1989,commedia,101,usa,blake_edwards,john_ritter,6.6,2,1,0,1,2
5225,i_piaceri_dello_scapolo,1960,commedia,82,italia,giulio_petroni,mario_carotenuto,3.5,1,1,0,0,2
5226,planet_of_the_apes,1968,fantasy,92,usa,franklin_j_schaffner,charlton_heston,8.2,1,3,3,4,1
5227,piange_il_telefono,1975,sentimentale,95,italia,lucio_de_caro,domenico_modugno,3.5,0,1,0,1,0
5230,dont_make_waves,1967,commedia,97,usa,alexander_mackendrick,tony_curtis,5.9,2,2,1,0,1
5233,il_piatto_piange,1974,commedia,110,italia,paolo_nuzzi,aldo_maccione,6.8,3,4,2,2,2
5234,la_pica_sul_pacifico,1959,commedia,90,italia,roberto_bianchi_montero,tina_pica,3.6,1,2,0,0,0
5236,i_picari,1987,commedia,128,italia,mario_monicelli,giancarlo_giannini,6.4,3,3,1,1,2
5237,the_zany_adventures_of_robin_hood,1984,commedia,91,usa,ray_austin,george_segal,5.8,2,2,0,0,0
5238,the_little_shop_of_horrors,1986,musicale,93,usa,frank_oz,rick_moranis,7.4,3,3,0,2,0
5244,piccola_posta,1955,commedia,95,italia,steno,franca_valeri,6.8,3,4,1,1,0
5245,the_little_princess,1939,sentimentale,85,usa,walter_lang,shirley_temple,5.9,1,2,0,2,0
5246,the_littlest_rebel,1935,commedia,70,usa,david_butler,shirley_temple,6.0,1,2,0,0,0
5248,little_withe_lies,1989,commedia,88,usa,anson_williams,ann_jillian,7.0,1,1,0,2,0
5250,little_women,1933,drammatico,115,usa,george_cukor,katharine_hepburn,7.4,1,2,1,2,0
5253,babes_in_arms,1939,musicale,94,usa,busby_berkeley,judy_garland,6.9,2,3,0,1,0
5254,rouge_venise,1989,drammatico,110,italia,etienne_perier,vincent_spano,3.8,0,2,0,1,0
5255,piccoli_equivoci,1989,commedia,85,italia,ricky_tognazzi,sergio_castellitto,6.2,2,2,0,1,2
5256,bugsy_malone,1976,commedia,95,gran_bretagna,alan_parker,jodie_foster,6.8,3,3,0,2,0
5257,little_monsters,1989,horror,103,usa,richard_alan_greenberg,fred_savage,5.8,1,1,0,2,0
5259,piccolo_alpino,1938,drammatico,78,italia,oreste_biancoli,elio_sannangelo,5.5,0,2,1,2,0
5262,little_caesar,1931,drammatico,77,usa,mervyn_leroy,edward_g_robinson,8.0,1,3,3,3,0
5263,the_little_fugitive,1953,commedia,75,usa,ray_ashley,richie_andrusco,7.9,2,2,2,2,0
5264,video_kid,1991,avventura,90,usa,todd_holland,fred_savage,6.2,1,2,0,1,0
5265,little_big_man,1970,western,142,usa,arthur_penn,dustin_hoffman,8.4,2,4,4,4,2
5266,one_little_indian,1973,avventura,90,usa,bernard_mceveety,james_garner,5.5,2,3,2,2,0
5268,little_lord_fauntleroy,1937,sentimentale,92,usa,john_cromwell,freddy_bartholomew,7.2,0,2,0,1,0
5269,piccolo_mondo_antico,1941,drammatico,101,italia,mario_soldati,alida_valli,7.0,2,4,3,4,2
5273,pickpocket,1959,drammatico,75,francia,robert_bresson,martin_lassalle,8.8,0,2,4,3,0
5274,picnic_at_hanging_rock,1975,drammatico,113,australia,peter_weir,rachel_roberts,8.3,1,2,3,4,1
5275,un_piede_in_paradiso,1991,commedia,93,italia,eb_clucher_enzo_barboni,bud_spencer,4.5,2,2,0,0,0
5277,piedipiatti,1991,commedia,95,italia,carlo_vanzina,enrico_montesano,5.4,3,3,2,2,2
5278,piedone_a_hong_kong,1975,commedia,115,italia,steno,bud_spencer,6.2,2,2,0,1,0
5280,piedone_lafricano,1978,commedia,115,italia,steno,bud_spencer,5.6,2,2,0,1,0
5281,pierino_colpisce_ancora,1982,commedia,90,italia,marino_girolami,alvaro_vitali,4.2,1,2,0,0,1
5282,pierino_contro_tutti,1981,commedia,92,italia,marino_girolami,alvaro_vitali,4.3,3,1,0,0,2
5284,pierino_il_fichissimo,1981,commedia,89,italia,sandro_metz,maurizio_esposito,2.4,1,1,1,0,1
5285,pierino_medico_della_saub,1981,commedia,85,italia,giuliano_carnimeo,alvaro_vitali,3.4,1,2,0,0,1
5287,detective_story,1951,drammatico,105,usa,william_wyler,kirk_douglas,8.1,1,3,2,2,1
5288,the_hot_rock,1973,commedia,101,usa,peter_yates,robert_redford,7.1,2,3,0,2,0
5293,le_pillole_di_ercole,1960,commedia,85,italia,luciano_salce,nino_manfredi,4.7,1,1,0,0,1
5294,un_pilota_ritorna,1942,guerra,88,italia,roberto_rossellini,massimo_girotti,6.3,0,2,1,2,0
5296,pink_floyd_the_wall,1982,musicale,95,gran_bretagna,alan_parker,bob_geldof,7.0,0,3,3,1,1
5297,pinky,1949,drammatico,102,usa,elia_kazan,jeanne_crain,7.2,0,2,3,3,0
5299,the_rains_of_ranchipur,1955,catastrofico,104,usa,jean_negulesco,lana_turner,6.3,0,2,2,2,1
5300,miss_sadie_thompson,1953,drammatico,91,usa,curtis_bernhardt,rita_hayworth,6.9,0,2,1,2,1
5302,young_sherlock_holmes,1985,avventura,109,usa,barry_levinson,nicholas_rowe,6.9,2,4,1,3,0
5303,pirana,1978,horror,95,usa,joe_dante,bradford_dillman,7.1,1,3,2,3,1
5304,blackbeard_the_pirate,1952,avventura,98,usa,raoul_walsh,robert_newton,6.5,2,3,0,2,0
5305,the_pirate,1948,commedia,102,usa,vincente_minnelli,gene_kelly,8.0,3,3,0,1,1
5308,raiders_of_the_seven_seas,1953,avventura,90,usa,sidney_salkow,lon_chaney_jr,6.0,1,2,0,1,1
5309,los_corsarios,1970,avventura,97,italia,ted_kaplan_ferdinando_baldi,dean_reed,5.5,1,3,1,1,0
5310,i_pirati_della_costa,1960,avventura,99,italia,domenico_paolella,lex_barker,4.0,0,1,0,1,0
5311,hurricane_smith,1953,avventura,90,usa,jerry_hopper,yvonne_de_carlo,5.8,0,2,0,2,0
5314,the_pirates_of_penzance,1983,musicale,112,usa,wilford_leach,kevin_kline,5.8,3,3,0,0,1
5315,la_piscine,1968,drammatico,85,francia,jacques_deray,alain_delon,6.6,1,2,1,4,3
5316,elephant_walk,1954,drammatico,103,usa,william_dieterle,elizabeth_taylor,6.2,1,2,0,2,1
5317,snowball_express,1972,commedia,95,usa,norman_tokar,dean_jones,6.4,2,2,0,1,0
5318,una_pistola_per_cento_bare,1968,western,86,italia,umberto_lenzi,peter_lee_lawrence,4.3,0,2,0,2,0
5319,una_pistola_per_ringo,1964,western,100,italia,duccio_tessari,giuliano_gemma,6.3,1,3,0,1,0
5321,the_fastest_gun_alive,1956,western,92,usa,russell_rouse,glenn_ford,7.7,0,2,1,2,0
5324,gun_point,1965,western,90,usa,earl_bellamy,audie_murphy,6.1,0,3,2,3,1
5325,les_petroleuses,1972,western,94,francia,christianjaque,claudia_cardinale,4.4,2,2,0,1,1
5327,gunfighters_of_casa_grande,1961,western,90,usa,roy_rowland,alex_nicol,5.6,0,2,0,2,0
5328,arizona_raiders,1965,western,90,usa,william_witney,audie_murphy,6.0,0,2,0,2,0
5330,il_pistolero_dellave_maria,1969,western,88,italia,ferdinando_baldi,leonard_mann,5.8,0,1,0,1,0
5331,heaven_with_a_gun,1969,western,101,usa,lee_h_katzin,glenn_ford,5.9,1,2,1,2,0
5332,the_shootist,1976,western,90,usa,don_siegel,john_wayne,7.6,1,2,2,3,0
5333,il_pistolero_segnato_da_dio,1968,western,98,italia,calvin_jackson_padget_giorgio_ferroni,anthony_steffen,4.8,0,1,0,1,0
5336,the_magic_of_lassie,1978,avventura,96,usa,don_chaffey,james_stewart,5.7,1,2,0,1,0
5339,piu_bello_di_cosi_si_muore,1982,commedia,103,italia,pasquale_festa_campanile,enrico_montesano,4.8,1,1,1,0,2
5340,il_piu_comico_spettacolo_del_mondo,1953,commedia,90,italia,mario_mattoli,toto,5.0,3,2,0,1,0
5341,e_piu_facile_che_un_cammello,1950,commedia,81,italia,luigi_zampa,jean_gabin,3.9,1,2,0,0,0
5342,piu_forte_ragazzi,1973,commedia,122,italia,giuseppe_colizzi,terence_hill,6.5,3,3,2,2,0
5343,drums_along_the_mohawk,1939,drammatico,103,usa,john_ford,henry_fonda,7.9,0,3,3,2,0
5344,le_soleil_des_voyoux,1966,noir,100,italia,jean_delannoy,jean_gabin,7.3,0,2,0,3,0
5346,the_greatest_show_on_earth,1953,avventura,153,usa,cecil_b_demille,betty_hutton,7.1,0,2,1,3,0
5347,the_greatest_story_ever_told,1965,biblico,200,usa,george_stevens,max_von_sydow,5.4,0,2,2,1,0
5348,after_dark_my_sweet,1990,noir,111,usa,james_foley,jason_patric,6.6,0,2,0,3,2
5351,pizza_connection,1985,drammatico,180,italia,damiano_damiani,michele_placido,5.7,0,3,3,3,1
5354,lucky_me,1954,musicale,100,usa,jack_donohue,doris_day,6.1,2,3,0,0,0
5356,platoon,1986,guerra,120,usa,oliver_stone,charlie_sheen,7.4,0,4,4,4,0
5357,cant_buy_me_love,1987,commedia,94,usa,steve_rash,patrick_dempsey,5.0,1,2,0,0,1
5359,point_break,1991,azione,110,usa,kathryn_bigelow,patrick_swayze,7.8,1,4,3,4,1
5360,the_alphabet_murder,1966,thriller,90,gran_bretagna,frank_tashlin,tony_randall,5.8,3,3,2,1,0
5361,polar,1983,poliziesco,97,francia,jacques_bral,jeanfrancois_balmer,6.5,1,2,0,3,1
5362,police_story_the_freeway_killings,1987,poliziesco,142,usa,william_a_graham,angie_dickinson,5.8,0,2,1,2,1
5363,la_polizia_e_al_servizio_del_cittadino,1973,poliziesco,110,italia,romolo_guerrieri,enrico_maria_salerno,5.8,1,2,2,2,1
5365,la_poliziotta_della_squadra_del_buon_costume,1979,commedia,94,italia,michele_massimo_tarantini,edwige_fenech,3.9,1,2,0,0,1
5366,la_poliziotta,1974,commedia,105,italia,steno,mariangela_melato,6.2,2,2,2,1,1
5367,loose_cannons,1989,commedia,98,usa,bob_clark,dan_aykroyd,5.2,2,3,0,2,1
5371,miami_cops,1988,poliziesco,91,italia,al_bradley_alfonso_brescia,richard_roundtree,3.2,0,1,1,1,0
5372,plain_clothes,1988,commedia,100,usa,martha_coolidge,arliss_howard,7.1,2,3,0,2,0
5373,kindergarten_cop,1991,poliziesco,109,usa,ivan_reitman,arnold_schwarzenegger,5.3,2,3,1,2,0
5375,peur_sur_la_ville,1975,poliziesco,125,francia,henri_verneuil,jeanpaul_belmondo,6.7,1,4,1,3,0
5376,rentacop,1988,poliziesco,92,usa,jerry_london,burt_reynolds,4.6,0,2,0,1,0
5377,shakedown,1988,azione,96,usa,james_glickenhaus,peter_weller,6.9,1,3,0,3,1
5378,poliziotto_sprint,1977,poliziesco,105,italia,stelvio_massi,maurizio_merli,5.0,0,2,0,2,1
5379,supersnooper,1980,commedia,104,italia,sergio_corbucci,terence_hill,5.6,1,2,0,0,0
5380,the_brinks_job,1978,commedia,95,usa,william_friedkin,peter_falk,6.3,0,2,0,2,0
5384,poltergeist,1982,horror,113,usa,tobe_hooper,craig_t_nelson,7.1,2,3,2,3,0
5385,trading_places,1983,commedia,116,usa,john_landis,eddie_murphy,8.0,4,4,3,1,1
5388,a_force_of_one,1979,azione,90,usa,paul_aaron,chuck_norris,4.7,0,2,1,1,0
5390,polyester,1981,grottesco,86,usa,john_waters,divine,7.1,3,3,1,1,1
5391,bedknobs_and_broomsticks,1971,fantasy,117,usa,robert_stevenson,angela_lansbury,7.4,2,2,0,1,0
5392,i_pompieri,1985,commedia,97,italia,neri_parenti,paolo_villaggio,4.5,2,2,0,0,1
5393,missione_eroica_i_pompieri_,1987,commedia,93,italia,giorgio_capitani,paolo_villaggio,3.8,1,1,0,0,1
5394,i_pompieri_di_viggiu,1949,commedia,91,italia,mario_mattoli,carlo_campanini,5.2,2,2,0,0,0
5395,cariboo_trail,1949,western,80,usa,edwin_l_marin,randolph_scott,5.3,0,1,0,2,0
5396,volunteers,1985,commedia,106,usa,nicholas_meyer,tom_hanks,4.3,2,2,0,0,1
5399,the_bridge_on_the_river_kwai,1957,guerra,100,gran_bretagna,david_lean,alec_guinness,8.4,1,2,2,3,0
5401,pop_corn_e_patatine,1985,commedia,94,italia,mariano_laurenti,nino_d,2.8,1,1,0,0,1
5402,porgi_laltra_guancia,1974,commedia,95,italia,franco_rossi,bud_spencer,6.2,3,3,2,2,0
5403,porkys_ii__the_next_day,1983,commedia,95,canada,bob_clark,dan_monahan,4.6,1,2,0,0,1
5405,porkys_revenge,1985,commedia,92,canada,james_komack,dan_monahan,4.1,1,2,0,0,2
5409,porta_un_bacione_a_firenze,1956,sentimentale,90,italia,camillo_mastrocinque,milly_vitale,4.0,1,2,0,2,1
5410,il_portaborse,1991,drammatico,95,italia,daniele_luchetti,nanni_moretti,7.2,1,3,4,3,0
5411,porte_aperte,1990,drammatico,108,italia,gianni_amelio,gian_maria_volonte,7.8,0,2,4,3,1
5412,the_paper_boy,1993,drammatico,100,usa,douglas_jackson,alexandra_paul,7.0,0,2,1,2,0
5413,le_porte_dellinferno,1989,horror,91,italia,umberto_lenzi,pietro_genuardi,4.3,0,2,0,2,0
5414,il_portiere_di_notte,1974,drammatico,120,italia,liliana_cavani,charlotte_rampling,6.6,0,2,2,1,2
5417,the_postman_always_rings_twice,1946,noir,113,usa,tay_garnett,lana_turner,7.7,0,2,0,3,2
5419,a_place_in_the_sun,1951,drammatico,122,usa,george_stevens,montgomery_clift,7.7,0,3,2,4,2
5420,un_posto_allinferno,1968,guerra,107,italia,joseph_warren_giuseppe_vari,monty_greenwood,5.3,0,2,0,1,0
5421,the_kissing_place,1990,thriller,100,usa,tony_wharmby,meredith_baxter,8.0,0,2,0,2,0
5425,poor_little_rich_girl,1936,commedia,79,usa,irving_cummings,shirley_temple,6.0,2,2,0,1,0
5426,the_poor_little_rich_girl,1917,commedia,64,usa,maurice_tourneur,mary_pickford,7.5,1,2,0,1,0
5427,poveri_ma_belli,1956,commedia,90,italia,dino_risi,marisa_allasio,7.3,2,1,0,0,1
5428,poveri_milionari,1958,commedia,95,italia,dino_risi,maurizio_arena,6.0,2,2,0,0,1
5429,un_povero_ricco,1983,commedia,92,italia,pasquale_festa_campanile,renato_pozzetto,5.4,2,2,0,0,1
5430,power,1986,drammatico,110,usa,sidney_lumet,richard_gere,5.8,0,2,1,2,0
5431,the_pit_and_the_pendulum,1961,horror,80,usa,roger_corman,vincent_price,7.8,1,3,2,4,1
5432,babettes_gaestebud,1987,commedia,102,danimarca,gabriel_axel,stephane_audran,7.6,2,3,2,1,0
5433,tha_catered_affair,1956,drammatico,93,usa,richard_brooks,bette_davis,7.2,2,2,3,2,0
5436,un_dolar_de_recompensa,1973,western,91,spagna,rafael_romero_marchent,peter_lee_lawrence,3.9,0,2,0,2,0
5437,the_naked_prey,1966,avventura,96,sudafrica,cornel_wilde,cornel_wilde,6.6,1,3,2,3,0
5438,run_for_the_sun,1956,avventura,99,usa,roy_boulting,richard_widmark,6.2,0,1,0,1,0
5440,predator,1987,azione,104,usa,john_mctiernan,arnold_schwarzenegger,7.5,1,3,2,4,1
5441,i_predatori_dellanno_omega,1986,fantasy,95,italia,david_worth,robert_ginty,3.9,1,2,1,2,0
5442,raiders_of_the_lost_ark,1981,avventura,116,usa,steven_spielberg,harrison_ford,8.1,3,4,1,3,1
5444,mother_lode,1982,western,97,usa,charlton_heston,charlton_heston,5.2,1,2,1,2,1
5445,i_predatori_di_atlantide,1983,avventura,92,italia,ruggero_deodato,christopher_connelly,4.3,2,3,1,1,1
5448,the_kid_from_brooklyn,1946,commedia,113,usa,norman_z_mcleod,danny_kaye,6.8,4,3,2,2,1
5449,il_prefetto_di_ferro,1977,drammatico,110,italia,pasquale_squitieri,giuliano_gemma,6.6,0,3,4,3,0
5450,take_the_money_and_run,1969,commedia,85,usa,woody_allen,woody_allen,7.8,4,2,1,0,0
5452,take_her_shes_mine,1963,commedia,98,usa,henry_koster,james_stewart,5.7,2,1,0,0,1
5456,the_omen,1976,horror,111,usa,richard_donner,gregory_peck,7.1,0,2,1,4,0
5457,la_presidentessa,1952,commedia,87,italia,pietro_germi,silvana_pampanini,6.0,2,2,1,0,1
5458,the_presidio,1988,thriller,96,usa,peter_hyams,sean_connery,5.5,1,3,0,1,0
5459,presumed_innocent,1990,thriller,128,usa,alan_j_pakula,harrison_ford,6.8,1,3,1,3,2
5460,presume_dangereux,1990,avventura,100,francia,georges_lautner,michael_brandon,4.3,1,2,0,2,0
5461,il_prete_bello,1989,drammatico,92,italia,carlo_mazzacurati,roberto_citran,6.4,1,2,1,2,1
5462,pretty_baby,1978,drammatico,115,usa,louis_malle,susan_sarandon,6.1,1,2,1,1,2
5464,pretty_woman,1990,sentimentale,117,usa,garry_marshall,richard_gere,6.4,2,2,2,1,2
5465,the_cheat,1915,drammatico,59,usa,cecil_b_demille,fannie_ward,7.7,0,3,1,3,1
5466,above_and_beyond,1952,drammatico,128,usa,melvin_frank,robert_taylor,5.2,0,1,2,1,0
5467,woman_with_a_past,1992,drammatico,120,usa,mimi_leder,pamela_reed,8.0,0,2,1,2,0
5468,career,1959,drammatico,105,usa,joseph_anthony,anthony_franciosa,8.3,0,2,3,3,0
5469,sparks_the_price_of_passion,1990,drammatico,100,usa,richard_a_colla,victoria_principal,6.5,0,2,0,2,1
5471,prick_up_your_ears,1987,drammatico,105,gran_bretagna,stephen_frears,gary_oldman,7.7,1,2,2,3,2
5473,la_prisonniere,1968,drammatico,105,francia,henrigeorges_clouzot,elisabeth_wiener,7.0,2,3,2,4,4
